Type;SKU;Name;Published;Is featured?;Visibility in catalog;Description;Tax status;Tax class;In stock?;Backorders allowed?;Sold individually?;Allow customer reviews?;Regular price;Categories;Tags;Images;Parent;Position;Attribute 1 name;Attribute 1 value(s);Attribute 1 visible;Attribute 1 global;Attribute 2 name;Attribute 2 value(s);Attribute 2 visible;Attribute 2 global
variation;;Chuck Taylor All Star Slip;1;0;visible;;taxable;parent;1;0;0;0;70;;;;164301C;1;Màu sắc;White/Black/White;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star Slip;1;0;visible;;taxable;parent;1;0;0;0;70;;;;164301C;2;Màu sắc;White/Black/White;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star Slip;1;0;visible;;taxable;parent;1;0;0;0;70;;;;164301C;3;Màu sắc;White/Black/White;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star Slip;1;0;visible;;taxable;parent;1;0;0;0;70;;;;164301C;4;Màu sắc;White/Black/White;;1;Kích cỡ;M 7.5 / W 9.5;;1
variable;565902C;Lugged Chuck Taylor All Star High Top;1;0;visible;LUGGED LEGEND. Get lifted in these lugged platform Chucks. The unmistakable features you know and love are all there – plus a tall, lugged sole for taking on any terrain.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/6/565902c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/6/565902c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/6/565902c_d_107x1.jpg;;0;Màu sắc;White/Black/White;1;1;Kích cỡ;W 5, W 6, W 8;1;1
variation;;Lugged Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;90;;;;565902C;1;Màu sắc;White/Black/White;;1;Kích cỡ;W 5;;1
variation;;Lugged Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;90;;;;565902C;2;Màu sắc;White/Black/White;;1;Kích cỡ;W 6;;1
variation;;Lugged Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;90;;;;565902C;3;Màu sắc;White/Black/White;;1;Kích cỡ;W 8;;1
variable;565903C;Lugged Chuck Taylor All Star High Top;1;0;visible;LUGGED LEGEND. Get lifted in these lugged platform Chucks. The unmistakable features you know and love are all there – plus a tall, lugged sole for taking on any terrain.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/6/565901c_a_107x1_2.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/5/6/565901c_c_107x1_2.jpg, https://converse.ca/media/catalog/product/cache/7675cebc3e2f09ee2a340c17d68ace33/5/6/565901c_d_107x1_2.jpg;;0;Màu sắc;White/Black/Black;1;1;Kích cỡ;W 5, W 6, W 8;1;1
variation;;Lugged Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;90;;;;565903C;1;Màu sắc;White/Black/Black;;1;Kích cỡ;W 5;;1
variation;;Lugged Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;90;;;;565903C;2;Màu sắc;White/Black/Black;;1;Kích cỡ;W 6;;1
variation;;Lugged Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;90;;;;565903C;3;Màu sắc;White/Black/Black;;1;Kích cỡ;W 8;;1
variable;565904C;Lugged Chuck Taylor All Star High Top;1;0;visible;LUGGED LEGEND. Get lifted in these lugged platform Chucks. The unmistakable features you know and love are all there – plus a tall, lugged sole for taking on any terrain.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a03701c_a_107x1_1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a03701c_c_107x1_1.jpg;;0;Màu sắc;White/Black/Purple;1;1;Kích cỡ;W 5, W 6, W 8;1;1
variation;;Lugged Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;90;;;;565904C;1;Màu sắc;White/Black/Purple;;1;Kích cỡ;W 5;;1
variation;;Lugged Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;90;;;;565904C;2;Màu sắc;White/Black/Purple;;1;Kích cỡ;W 6;;1
variation;;Lugged Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;90;;;;565904C;3;Màu sắc;White/Black/Purple;;1;Kích cỡ;W 8;;1
variable;166800C;Run Star Hike High Top;1;0;visible;NEVER LOOK BACK. A chunky platform and jagged rubber sole put an unexpected twist on your everyday Chucks. Details like a canvas build, rubber toe cap and Chuck Taylor ankle patch stay true to the original, while a molded platform, two-tone outsole and rounded heel give off futuristic vibes.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/n/o/nov19s_166800c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/n/o/nov19s_166800c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/n/o/nov19s_166800c_d_107x1.jpg;;0;Màu sắc;Black/White/Gum;1;1;Kích cỡ;M 3 / W 4.5, M 3.5 / W 5, M 4 / W 5.5, M 5 / W 6.5, M 5.5 / W 7, M 6 / W 7.5, M 6.5 / W 8, M 7 / W 8.5, M 9 / W 10.5;1;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166800C;1;Màu sắc;Black/White/Gum;;1;Kích cỡ;M 3 / W 4.5;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166800C;2;Màu sắc;Black/White/Gum;;1;Kích cỡ;M 3.5 / W 5;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166800C;3;Màu sắc;Black/White/Gum;;1;Kích cỡ;M 4 / W 5.5;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166800C;4;Màu sắc;Black/White/Gum;;1;Kích cỡ;M 5 / W 6.5;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166800C;5;Màu sắc;Black/White/Gum;;1;Kích cỡ;M 5.5 / W 7;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166800C;6;Màu sắc;Black/White/Gum;;1;Kích cỡ;M 6 / W 7.5;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166800C;7;Màu sắc;Black/White/Gum;;1;Kích cỡ;M 6.5 / W 8;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166800C;8;Màu sắc;Black/White/Gum;;1;Kích cỡ;M 7 / W 8.5;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166800C;9;Màu sắc;Black/White/Gum;;1;Kích cỡ;M 9 / W 10.5;;1
variable;166799C;Run Star Hike High Top;1;0;visible;NEVER LOOK BACK. A chunky platform and jagged rubber sole put an unexpected twist on your everyday Chucks. Details like a canvas build, rubber toe cap and Chuck Taylor ankle patch stay true to the original, while a molded platform, two-tone outsole and rounded heel give off futuristic vibes.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/n/o/nov19s_166800c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/n/o/nov19s_166800c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/n/o/nov19s_166800c_d_107x1.jpg;;0;Màu sắc;White/Black/Gum;1;1;Kích cỡ;M 3 / W 4.5, M 3.5 / W 5, M 4 / W 5.5, M 5 / W 6.5, M 5.5 / W 7, M 6 / W 7.5, M 6.5 / W 8, M 7 / W 8.5, M 9 / W 10.5;1;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166799C;1;Màu sắc;White/Black/Gum;;1;Kích cỡ;M 3 / W 4.5;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166799C;2;Màu sắc;White/Black/Gum;;1;Kích cỡ;M 3.5 / W 5;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166799C;3;Màu sắc;White/Black/Gum;;1;Kích cỡ;M 4 / W 5.5;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166799C;4;Màu sắc;White/Black/Gum;;1;Kích cỡ;M 5 / W 6.5;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166799C;5;Màu sắc;White/Black/Gum;;1;Kích cỡ;M 5.5 / W 7;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166799C;6;Màu sắc;White/Black/Gum;;1;Kích cỡ;M 6 / W 7.5;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166799C;7;Màu sắc;White/Black/Gum;;1;Kích cỡ;M 6.5 / W 8;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166799C;8;Màu sắc;White/Black/Gum;;1;Kích cỡ;M 7 / W 8.5;;1
variation;;Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;166799C;9;Màu sắc;White/Black/Gum;;1;Kích cỡ;M 9 / W 10.5;;1
variable;167809C;Chuck Taylor All Star CX High Top;1;0;visible;THE INNOVATIVE CHUCK TAYLOR CX. EXTRA COMFORT. ENDLESS COOL. The Chuck Taylor has been the epitome of cool for 100 years—now, with more innovative technology, it has extra comfort and support. The Chuck Taylor CX has revolutionized with cutting-edge materials, like a re-engineered rubber for ultimate flexibility, an innovative foam phylon midsole to support your stride, and a special dynamic stretch canvas for a new, ultra-comfortable upper designed to move with you. It’s an entirely new way to wear your favorite sneaker —all day, every day.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/6/167809c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/6/167809c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/6/167809c_d_107x1.jpg;;0;Màu sắc;Black/Clear/Wild Mango;1;1;Kích cỡ;M 3 / W 5;1;1
variation;;Chuck Taylor All Star CX High Top;1;0;visible;;taxable;parent;1;0;0;0;90;;;;167809C;1;Màu sắc;Black/Clear/Wild Mango;;1;Kích cỡ;M 3 / W 5;;1
variable;168568C;Chuck Taylor All Star CX Low Top;1;0;visible;AN ULTRA-COMFORTABLE TWIST ON A TIMELESS CLASSIC. The Chuck Taylor has been the epitome of cool for over 100 years—now, with more innovative technology, it has extra comfort and support. The Chuck Taylor All-Star CX has revolutionized with cutting-edge materials, an innovative foam midsole to support your stride, and a special dynamic stretch canvas for a new, ultra-comfortable upper designed to move with you. It’s an entirely new way to wear your favorite sneaker — all day every day.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/6/168568c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/7675cebc3e2f09ee2a340c17d68ace33/2/0/2020may_168568c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/7675cebc3e2f09ee2a340c17d68ace33/2/0/2020may_168568c_e_107x1.jpg;;0;Màu sắc;Black/White/Wild Mango;1;1;Kích cỡ;M 3.5 / W 5.5;1;1
variation;;Chuck Taylor All Star CX Low Top;1;0;visible;;taxable;parent;1;0;0;0;85;;;;168568C;1;Màu sắc;Black/White/Wild Mango;;1;Kích cỡ;M 3.5 / W 5.5;;1
variable;168817C;Run Star Hike Low Top;1;0;visible;NEVER LOOK BACK. Available in a low top for the first time, the Run Star Hike's chunky platform and jagged rubber sole put an unexpected twist on your everyday Chucks. Details like an organic canvas build, rubber toe cap and Chuck Taylor ankle patch stay true to the original, while a molded platform, two-tone outsole and rounded heel give off futuristic vibes.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/6/168817c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/2/0/2020may_168817c_d_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/2/0/2020may_168817c_e_107x1.jpg;;0;Màu sắc;White/Black/Gum;1;1;Kích cỡ;M 11 / W 12.5;1;1
variation;;Run Star Hike Low Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;168817C;1;Màu sắc;White/Black/Gum;;1;Kích cỡ;M 11 / W 12.5;;1
variable;171448C;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;EMBRACE THE ELEMENTS. We took inspiration from our rugged New England roots to bring you a sneaker boot that can handle it all. The Berkshire Boot combines go-to Converse comfort with the weather protection of a boot. With a water-resistant, faux leather build, a fleece lining for warmth, and the best-tested traction outsole in the game for that no-slip grip. A padded tongue and collar provides all-around comfort, together with an OrthoLite sockliner. Complete with our ionic All Star ankle patch for a cold-weather look that can handle it all.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/0/7/0726_171448c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/0/7/0726_171448c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/0/7/0726_171448c_d_107x1.jpg;;0;Màu sắc;Black/White/Black;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 7 / W 9, M 8 / W 10, M 10 / W 12;1;1
variation;;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;171448C;1;Màu sắc;Black/White/Black;;1;Kích cỡ;M 3 / W 5;;1
variation;;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;171448C;2;Màu sắc;Black/White/Black;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;171448C;3;Màu sắc;Black/White/Black;;1;Kích cỡ;M 4 / W 6;;1
variation;;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;171448C;4;Màu sắc;Black/White/Black;;1;Kích cỡ;M 7 / W 9;;1
variation;;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;171448C;5;Màu sắc;Black/White/Black;;1;Kích cỡ;M 8 / W 10;;1
variation;;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;171448C;6;Màu sắc;Black/White/Black;;1;Kích cỡ;M 10 / W 12;;1
variable;171447C;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;EMBRACE THE ELEMENTS. We took inspiration from our rugged New England roots to bring you a sneaker boot that can handle it all. The Berkshire Boot combines go-to Converse comfort with the weather protection of a boot. With a water-resistant, faux leather build, a fleece lining for warmth, and the best-tested traction outsole in the game for that no-slip grip. A padded tongue and collar provides all-around comfort, together with an OrthoLite sockliner. Complete with our ionic All Star ankle patch for a cold-weather look that can handle it all.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/0/7/0726_171448c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/0/7/0726_171448c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/0/7/0726_171448c_d_107x1.jpg;;0;Màu sắc;Black/Black/Ash Stone;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 7 / W 9, M 8 / W 10, M 10 / W 12;1;1
variation;;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;171447C;1;Màu sắc;Black/Black/Ash Stone;;1;Kích cỡ;M 3 / W 5;;1
variation;;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;171447C;2;Màu sắc;Black/Black/Ash Stone;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;171447C;3;Màu sắc;Black/Black/Ash Stone;;1;Kích cỡ;M 4 / W 6;;1
variation;;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;171447C;4;Màu sắc;Black/Black/Ash Stone;;1;Kích cỡ;M 7 / W 9;;1
variation;;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;171447C;5;Màu sắc;Black/Black/Ash Stone;;1;Kích cỡ;M 8 / W 10;;1
variation;;Cold Fusion Chuck Taylor All Star Berkshire Boot High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;171447C;6;Màu sắc;Black/Black/Ash Stone;;1;Kích cỡ;M 10 / W 12;;1
variable;170912C;Archive Print Run Star Hike Low Top;1;0;visible;REMIX THE PAST. CREATE THE FUTURE. Designed to turn heads, this edition of the Run Star Hike is all about expressing your style. A mix of archival '80s camo and leopard prints come together on organic canvas for an unexpected look. A lightweight, molded platform and jagged outsole tread add height and traction, elevating your look – all day, every day.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/1/1130_170912c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/1/1130_170912c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/1/1130_170912c_d_107x1.jpg;;0;Màu sắc;Driftwood/Light Fawn/Black;1;1;Kích cỡ;M 3 / W 4.5;1;1
variation;;Archive Print Run Star Hike Low Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;170912C;1;Màu sắc;Driftwood/Light Fawn/Black;;1;Kích cỡ;M 3 / W 4.5;;1
variable;170777C;Converse Colour Run Star Hike High Top;1;0;visible;LEVEL UP. Just in time for sunny days, the coveted Run Star Hike is back in new, summer-inspired colors. A lightweight, molded platform and jagged outsole tread add height and traction, elevating your look – all day, every day.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/1/1130_170777c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/1/1130_170777c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/1/1130_170777c_d_107x1.jpg;;0;Màu sắc;White/White/White;1;1;Kích cỡ;M 3.5 / W 5;1;1
variation;;Converse Colour Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;130;;;;170777C;1;Màu sắc;White/White/White;;1;Kích cỡ;M 3.5 / W 5;;1
variable;171546C;Converse Colour Run Star Motion High Top;1;0;visible;TREAD THE FUTURE. An evolution of our most popular platform ever, the Run Star Hike, the new Run Star Motion takes your style even further. The iconic canvas high top comes together with a bold, exaggerated, two-tone midsole and wavy midsole detailing for a truly unique look. Ultra-comfortable CX foam cushioning provides premium comfort and support, while heritage elements like the unmistakable All Star ankle patch nod to the Converse legacy.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/0/6/0629_171546c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/0/6/0629_171546c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/0/6/0629_171546c_d_107x1.jpg;;0;Màu sắc;White/Black/Gum Honey;1;1;Kích cỡ;M 3 / W 4.5, M 3.5 / W 5, M 4 / W 5.5, M 4.5 / W 6, M 5 / W 6.5, M 7.5 / W 9;1;1
variation;;Converse Colour Run Star Motion High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;171546C;1;Màu sắc;White/Black/Gum Honey;;1;Kích cỡ;M 3 / W 4.5;;1
variation;;Converse Colour Run Star Motion High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;171546C;2;Màu sắc;White/Black/Gum Honey;;1;Kích cỡ;M 3.5 / W 5;;1
variation;;Converse Colour Run Star Motion High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;171546C;3;Màu sắc;White/Black/Gum Honey;;1;Kích cỡ;M 4 / W 5.5;;1
variation;;Converse Colour Run Star Motion High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;171546C;4;Màu sắc;White/Black/Gum Honey;;1;Kích cỡ;M 4.5 / W 6;;1
variation;;Converse Colour Run Star Motion High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;171546C;5;Màu sắc;White/Black/Gum Honey;;1;Kích cỡ;M 5 / W 6.5;;1
variable;171545C;Converse Colour Run Star Motion High Top;1;0;visible;TREAD THE FUTURE. An evolution of our most popular platform ever, the Run Star Hike, the new Run Star Motion takes your style even further. The iconic canvas high top comes together with a bold, exaggerated, two-tone midsole and wavy midsole detailing for a truly unique look. Ultra-comfortable CX foam cushioning provides premium comfort and support, while heritage elements like the unmistakable All Star ankle patch nod to the Converse legacy.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/0/6/0629_171546c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/0/6/0629_171546c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/0/6/0629_171546c_d_107x1.jpg;;0;Màu sắc;Black/White/Gum Honey;1;1;Kích cỡ;M 3 / W 4.5, M 3.5 / W 5, M 4 / W 5.5, M 4.5 / W 6, M 5 / W 6.5, M 7.5 / W 9;1;1
variation;;Converse Colour Run Star Motion High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;171545C;1;Màu sắc;Black/White/Gum Honey;;1;Kích cỡ;M 3 / W 4.5;;1
variation;;Converse Colour Run Star Motion High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;171545C;2;Màu sắc;Black/White/Gum Honey;;1;Kích cỡ;M 3.5 / W 5;;1
variation;;Converse Colour Run Star Motion High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;171545C;3;Màu sắc;Black/White/Gum Honey;;1;Kích cỡ;M 4 / W 5.5;;1
variation;;Converse Colour Run Star Motion High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;171545C;4;Màu sắc;Black/White/Gum Honey;;1;Kích cỡ;M 4.5 / W 6;;1
variation;;Converse Colour Run Star Motion High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;171545C;5;Màu sắc;Black/White/Gum Honey;;1;Kích cỡ;M 5 / W 6.5;;1
variable;172667C;Chuck 70 Crafted Mixed Material High Top;1;0;visible;PREMIUM PATCHWORK. Inspired by DIY styles, this premium Chuck 70 combines leather, suede, and woven textile for an eclectic look that feels intentionally crafted. A three-way seam uses pop-colour thread in a unique stitch inspired by baseballs. The glossy egret midsole, toe cap, and flat cotton laces look clean against the textured surface. Inside, classic Chuck 70 features like an OrthoLite midsole and winged tongue stitching work hard to keep you comfortable all day.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/7/172666c_a_107x1_2.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/7/172667c_c_107x1.jpg,https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/7/172667c_d_107x1.jpg;;0;Màu sắc;Nomad Khaki/Dark Terracotta/Egret;1;1;Kích cỡ;M 11 / W 13;1;1
